Year,State,CoC Number,CoC Name,Measures,Count
1/1/2008,CO,CO-503,Metropolitan Denver Homeless Initiative,Unsheltered Homeless,"3,531"
1/1/2008,CO,CO-503,Metropolitan Denver Homeless Initiative,Unsheltered Homeless Individuals,"1,457"
1/1/2008,CO,CO-503,Metropolitan Denver Homeless Initiative,Unsheltered Homeless People in Families,"2,074"
1/1/2008,CO,CO-504,Colorado Springs/El Paso County CoC,Homeless Individuals,762
1/1/2008,CO,CO-504,Colorado Springs/El Paso County CoC,Homeless People in Families,315
1/1/2008,CO,CO-504,Colorado Springs/El Paso County CoC,Sheltered Homeless,693
1/1/2008,CO,CO-504,Colorado Springs/El Paso County CoC,Sheltered Homeless Individuals,434
1/1/2008,CO,CO-504,Colorado Springs/El Paso County CoC,Sheltered Homeless People in Families,259
1/1/2008,CO,CO-504,Colorado Springs/El Paso County CoC,Total Homeless,"1,077"
1/1/2008,CO,CO-504,Colorado Springs/El Paso County CoC,Unsheltered Homeless,384
1/1/2008,CO,CO-504,Colorado Springs/El Paso County CoC,Unsheltered Homeless Individuals,328
1/1/2008,CO,CO-504,Colorado Springs/El Paso County CoC,Unsheltered Homeless People in Families,56
1/1/2008,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Homeless Individuals,562
1/1/2008,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Homeless People in Families,284
1/1/2008,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Sheltered Homeless,749
1/1/2008,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Sheltered Homeless Individuals,471
1/1/2008,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Sheltered Homeless People in Families,278
1/1/2008,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Total Homeless,846
1/1/2008,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Unsheltered Homeless,97
1/1/2008,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Unsheltered Homeless Individuals,91
1/1/2008,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Unsheltered Homeless People in Families,6
1/1/2008,CT,CT-505,Connecticut Balance of State CoC,Homeless Individuals,"2,211"
1/1/2008,CT,CT-505,Connecticut Balance of State CoC,Homeless People in Families,"1,570"
1/1/2008,CT,CT-505,Connecticut Balance of State CoC,Sheltered Homeless,"3,271"
1/1/2008,CT,CT-505,Connecticut Balance of State CoC,Sheltered Homeless Individuals,"1,714"
1/1/2008,CT,CT-505,Connecticut Balance of State CoC,Sheltered Homeless People in Families,"1,557"
1/1/2008,CT,CT-505,Connecticut Balance of State CoC,Total Homeless,"3,781"
1/1/2008,CT,CT-505,Connecticut Balance of State CoC,Unsheltered Homeless,510
1/1/2008,CT,CT-505,Connecticut Balance of State CoC,Unsheltered Homeless Individuals,497
1/1/2008,CT,CT-505,Connecticut Balance of State CoC,Unsheltered Homeless People in Families,13
1/1/2008,DC,DC-500,District of Columbia CoC,Homeless Individuals,"4,208"
1/1/2008,DC,DC-500,District of Columbia CoC,Homeless People in Families,"1,836"
1/1/2008,DC,DC-500,District of Columbia CoC,Sheltered Homeless,"5,666"
1/1/2008,DC,DC-500,District of Columbia CoC,Sheltered Homeless Individuals,"3,830"
1/1/2008,DC,DC-500,District of Columbia CoC,Sheltered Homeless People in Families,"1,836"
1/1/2008,DC,DC-500,District of Columbia CoC,Total Homeless,"6,044"
1/1/2008,DC,DC-500,District of Columbia CoC,Unsheltered Homeless,378
1/1/2008,DC,DC-500,District of Columbia CoC,Unsheltered Homeless Individuals,378
1/1/2008,DC,DC-500,District of Columbia CoC,Unsheltered Homeless People in Families,0
1/1/2008,DE,DE-500,Delaware Statewide CoC,Homeless Individuals,652
1/1/2008,DE,DE-500,Delaware Statewide CoC,Homeless People in Families,281
1/1/2008,DE,DE-500,Delaware Statewide CoC,Sheltered Homeless,862
1/1/2008,DE,DE-500,Delaware Statewide CoC,Sheltered Homeless Individuals,581
1/1/2008,DE,DE-500,Delaware Statewide CoC,Sheltered Homeless People in Families,281
1/1/2008,DE,DE-500,Delaware Statewide CoC,Total Homeless,933
1/1/2008,DE,DE-500,Delaware Statewide CoC,Unsheltered Homeless,71
1/1/2008,DE,DE-500,Delaware Statewide CoC,Unsheltered Homeless Individuals,71
1/1/2008,DE,DE-500,Delaware Statewide CoC,Unsheltered Homeless People in Families,0
1/1/2008,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Homeless Individuals,"1,043"
1/1/2008,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Homeless People in Families,318
1/1/2008,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Sheltered Homeless,530
1/1/2008,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Sheltered Homeless Individuals,353
1/1/2008,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Sheltered Homeless People in Families,177
1/1/2008,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Total Homeless,"1,361"
1/1/2008,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Unsheltered Homeless,831
1/1/2008,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Unsheltered Homeless Individuals,690
1/1/2008,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Unsheltered Homeless People in Families,141
1/1/2008,FL,FL-501,Tampa/Hillsborough County CoC,Homeless Individuals,"4,397"
1/1/2008,FL,FL-501,Tampa/Hillsborough County CoC,Homeless People in Families,"2,086"
1/1/2008,FL,FL-501,Tampa/Hillsborough County CoC,Sheltered Homeless,"1,050"
1/1/2008,FL,FL-501,Tampa/Hillsborough County CoC,Sheltered Homeless Individuals,584
1/1/2008,FL,FL-501,Tampa/Hillsborough County CoC,Sheltered Homeless People in Families,466
1/1/2008,FL,FL-501,Tampa/Hillsborough County CoC,Total Homeless,"6,483"
1/1/2008,FL,FL-501,Tampa/Hillsborough County CoC,Unsheltered Homeless,"5,433"
1/1/2008,FL,FL-501,Tampa/Hillsborough County CoC,Unsheltered Homeless Individuals,"3,813"
1/1/2008,FL,FL-501,Tampa/Hillsborough County CoC,Unsheltered Homeless People in Families,"1,620"
1/1/2008,FL,FL-502,St. Petersburg/Clearwater/Largo/Pinellas County CoC,Homeless Individuals,"2,129"
1/1/2008,FL,FL-502,St. Petersburg/Clearwater/Largo/Pinellas County CoC,Homeless People in Families,397
1/1/2008,FL,FL-502,St. Petersburg/Clearwater/Largo/Pinellas County CoC,Sheltered Homeless,"1,305"
1/1/2008,FL,FL-502,St. Petersburg/Clearwater/Largo/Pinellas County CoC,Sheltered Homeless Individuals,911
1/1/2008,FL,FL-502,St. Petersburg/Clearwater/Largo/Pinellas County CoC,Sheltered Homeless People in Families,394
1/1/2008,FL,FL-502,St. Petersburg/Clearwater/Largo/Pinellas County CoC,Total Homeless,"2,526"
1/1/2008,FL,FL-502,St. Petersburg/Clearwater/Largo/Pinellas County CoC,Unsheltered Homeless,"1,221"
1/1/2008,FL,FL-502,St. Petersburg/Clearwater/Largo/Pinellas County CoC,Unsheltered Homeless Individuals,"1,218"
1/1/2008,FL,FL-502,St. Petersburg/Clearwater/Largo/Pinellas County CoC,Unsheltered Homeless People in Families,3
1/1/2008,FL,FL-503,Lakeland/Winter Haven/Polk County CoC,Homeless Individuals,930
1/1/2008,FL,FL-503,Lakeland/Winter Haven/Polk County CoC,Homeless People in Families,219
1/1/2008,FL,FL-503,Lakeland/Winter Haven/Polk County CoC,Sheltered Homeless,708
1/1/2008,FL,FL-503,Lakeland/Winter Haven/Polk County CoC,Sheltered Homeless Individuals,525
1/1/2008,FL,FL-503,Lakeland/Winter Haven/Polk County CoC,Sheltered Homeless People in Families,183
1/1/2008,FL,FL-503,Lakeland/Winter Haven/Polk County CoC,Total Homeless,"1,149"
1/1/2008,FL,FL-503,Lakeland/Winter Haven/Polk County CoC,Unsheltered Homeless,441
1/1/2008,FL,FL-503,Lakeland/Winter Haven/Polk County CoC,Unsheltered Homeless Individuals,405
1/1/2008,FL,FL-503,Lakeland/Winter Haven/Polk County CoC,Unsheltered Homeless People in Families,36
1/1/2008,FL,FL-504,"Daytona Beach/Daytona/Volusia, Flagler Counties CoC",Homeless Individuals,"1,167"
1/1/2008,FL,FL-504,"Daytona Beach/Daytona/Volusia, Flagler Counties CoC",Homeless People in Families,634
1/1/2008,FL,FL-504,"Daytona Beach/Daytona/Volusia, Flagler Counties CoC",Sheltered Homeless,576
1/1/2008,FL,FL-504,"Daytona Beach/Daytona/Volusia, Flagler Counties CoC",Sheltered Homeless Individuals,264
1/1/2008,FL,FL-504,"Daytona Beach/Daytona/Volusia, Flagler Counties CoC",Sheltered Homeless People in Families,312
1/1/2008,FL,FL-504,"Daytona Beach/Daytona/Volusia, Flagler Counties CoC",Total Homeless,"1,801"
1/1/2008,FL,FL-504,"Daytona Beach/Daytona/Volusia, Flagler Counties CoC",Unsheltered Homeless,"1,225"
1/1/2008,FL,FL-504,"Daytona Beach/Daytona/Volusia, Flagler Counties CoC",Unsheltered Homeless Individuals,903
1/1/2008,FL,FL-504,"Daytona Beach/Daytona/Volusia, Flagler Counties CoC",Unsheltered Homeless People in Families,322
1/1/2008,FL,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Homeless Individuals,993
1/1/2008,FL,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Homeless People in Families,770
1/1/2008,FL,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered Homeless,330
1/1/2008,FL,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered Homeless Individuals,289
1/1/2008,FL,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered Homeless People in Families,41
1/1/2008,FL,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Total Homeless,"1,763"
1/1/2008,FL,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Unsheltered Homeless,"1,433"
1/1/2008,FL,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Unsheltered Homeless Individuals,704
1/1/2008,FL,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Unsheltered Homeless People in Families,729
1/1/2008,FL,FL-506,Tallahassee/Leon County CoC,Homeless Individuals,434
1/1/2008,FL,FL-506,Tallahassee/Leon County CoC,Homeless People in Families,156
1/1/2008,FL,FL-506,Tallahassee/Leon County CoC,Sheltered Homeless,495
1/1/2008,FL,FL-506,Tallahassee/Leon County CoC,Sheltered Homeless Individuals,364
1/1/2008,FL,FL-506,Tallahassee/Leon County CoC,Sheltered Homeless People in Families,131
1/1/2008,FL,FL-506,Tallahassee/Leon County CoC,Total Homeless,590
1/1/2008,FL,FL-506,Tallahassee/Leon County CoC,Unsheltered Homeless,95
1/1/2008,FL,FL-506,Tallahassee/Leon County CoC,Unsheltered Homeless Individuals,70
1/1/2008,FL,FL-506,Tallahassee/Leon County CoC,Unsheltered Homeless People in Families,25
1/1/2008,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Homeless Individuals,"1,797"
1/1/2008,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Homeless People in Families,"1,937"
1/1/2008,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered Homeless,"2,366"
1/1/2008,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered Homeless Individuals,"1,056"
1/1/2008,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered Homeless People in Families,"1,310"
1/1/2008,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Total Homeless,"3,734"
1/1/2008,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Unsheltered Homeless,"1,368"
1/1/2008,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Unsheltered Homeless Individuals,741
1/1/2008,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Unsheltered Homeless People in Families,627
1/1/2008,FL,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Homeless Individuals,590
1/1/2008,FL,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Homeless People in Families,154
1/1/2008,FL,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered Homeless,279
1/1/2008,FL,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered Homeless Individuals,174
1/1/2008,FL,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered Homeless People in Families,105
1/1/2008,FL,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Total Homeless,744
1/1/2008,FL,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Unsheltered Homeless,465
1/1/2008,FL,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Unsheltered Homeless Individuals,416
1/1/2008,FL,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Unsheltered Homeless People in Families,49
1/1/2008,FL,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Homeless Individuals,747
1/1/2008,FL,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Homeless People in Families,756
1/1/2008,FL,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered Homeless,298
1/1/2008,FL,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered Homeless Individuals,60
1/1/2008,FL,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered Homeless People in Families,238
1/1/2008,FL,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Total Homeless,"1,503"
1/1/2008,FL,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Unsheltered Homeless,"1,205"
1/1/2008,FL,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Unsheltered Homeless Individuals,687
1/1/2008,FL,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Unsheltered Homeless People in Families,518
1/1/2008,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",Homeless Individuals,"1,833"
1/1/2008,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",Homeless People in Families,752
1/1/2008,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered Homeless,"1,492"
1/1/2008,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered Homeless Individuals,740
1/1/2008,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered Homeless People in Families,752
1/1/2008,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",Total Homeless,"2,585"
1/1/2008,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",Unsheltered Homeless,"1,093"
1/1/2008,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",Unsheltered Homeless Individuals,"1,093"
1/1/2008,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",Unsheltered Homeless People in Families,0
1/1/2008,FL,FL-511,Pensacola/Escambia/Santa Rosa County CoC,Homeless Individuals,786
1/1/2008,FL,FL-511,Pensacola/Escambia/Santa Rosa County CoC,Homeless People in Families,242
1/1/2008,FL,FL-511,Pensacola/Escambia/Santa Rosa County CoC,Sheltered Homeless,375
1/1/2008,FL,FL-511,Pensacola/Escambia/Santa Rosa County CoC,Sheltered Homeless Individuals,246
1/1/2008,FL,FL-511,Pensacola/Escambia/Santa Rosa County CoC,Sheltered Homeless People in Families,129
1/1/2008,FL,FL-511,Pensacola/Escambia/Santa Rosa County CoC,Total Homeless,"1,028"
1/1/2008,FL,FL-511,Pensacola/Escambia/Santa Rosa County CoC,Unsheltered Homeless,653
1/1/2008,FL,FL-511,Pensacola/Escambia/Santa Rosa County CoC,Unsheltered Homeless Individuals,540
1/1/2008,FL,FL-511,Pensacola/Escambia/Santa Rosa County CoC,Unsheltered Homeless People in Families,113
1/1/2008,FL,FL-512,Saint Johns County CoC,Homeless Individuals,"1,099"
1/1/2008,FL,FL-512,Saint Johns County CoC,Homeless People in Families,139
1/1/2008,FL,FL-512,Saint Johns County CoC,Sheltered Homeless,106
1/1/2008,FL,FL-512,Saint Johns County CoC,Sheltered Homeless Individuals,36
1/1/2008,FL,FL-512,Saint Johns County CoC,Sheltered Homeless People in Families,70
1/1/2008,FL,FL-512,Saint Johns County CoC,Total Homeless,"1,238"
1/1/2008,FL,FL-512,Saint Johns County CoC,Unsheltered Homeless,"1,132"
1/1/2008,FL,FL-512,Saint Johns County CoC,Unsheltered Homeless Individuals,"1,063"
1/1/2008,FL,FL-512,Saint Johns County CoC,Unsheltered Homeless People in Families,69
1/1/2008,FL,FL-513,Palm Bay/Melbourne/Brevard County CoC,Homeless Individuals,"1,532"
1/1/2008,FL,FL-513,Palm Bay/Melbourne/Brevard County CoC,Homeless People in Families,367
1/1/2008,FL,FL-513,Palm Bay/Melbourne/Brevard County CoC,Sheltered Homeless,502
1/1/2008,FL,FL-513,Palm Bay/Melbourne/Brevard County CoC,Sheltered Homeless Individuals,301
1/1/2008,FL,FL-513,Palm Bay/Melbourne/Brevard County CoC,Sheltered Homeless People in Families,201
1/1/2008,FL,FL-513,Palm Bay/Melbourne/Brevard County CoC,Total Homeless,"1,899"
1/1/2008,FL,FL-513,Palm Bay/Melbourne/Brevard County CoC,Unsheltered Homeless,"1,397"
1/1/2008,FL,FL-513,Palm Bay/Melbourne/Brevard County CoC,Unsheltered Homeless Individuals,"1,231"
1/1/2008,FL,FL-513,Palm Bay/Melbourne/Brevard County CoC,Unsheltered Homeless People in Families,166
1/1/2008,FL,FL-514,Ocala/Marion County CoC,Homeless Individuals,348
1/1/2008,FL,FL-514,Ocala/Marion County CoC,Homeless People in Families,132
1/1/2008,FL,FL-514,Ocala/Marion County CoC,Sheltered Homeless,312
1/1/2008,FL,FL-514,Ocala/Marion County CoC,Sheltered Homeless Individuals,180
1/1/2008,FL,FL-514,Ocala/Marion County CoC,Sheltered Homeless People in Families,132
1/1/2008,FL,FL-514,Ocala/Marion County CoC,Total Homeless,480
1/1/2008,FL,FL-514,Ocala/Marion County CoC,Unsheltered Homeless,168
1/1/2008,FL,FL-514,Ocala/Marion County CoC,Unsheltered Homeless Individuals,168
1/1/2008,FL,FL-514,Ocala/Marion County CoC,Unsheltered Homeless People in Families,0
1/1/2008,FL,FL-515,"Panama City/Bay, Jackson Counties CoC",Homeless Individuals,269
1/1/2008,FL,FL-515,"Panama City/Bay, Jackson Counties CoC",Homeless People in Families,44
1/1/2008,FL,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered Homeless,211
1/1/2008,FL,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered Homeless Individuals,167
1/1/2008,FL,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered Homeless People in Families,44
1/1/2008,FL,FL-515,"Panama City/Bay, Jackson Counties CoC",Total Homeless,313
1/1/2008,FL,FL-515,"Panama City/Bay, Jackson Counties CoC",Unsheltered Homeless,102
1/1/2008,FL,FL-515,"Panama City/Bay, Jackson Counties CoC",Unsheltered Homeless Individuals,102
1/1/2008,FL,FL-515,"Panama City/Bay, Jackson Counties CoC",Unsheltered Homeless People in Families,0
1/1/2008,FL,FL-517,"Hendry, Hardee, Highlands Counties CoC",Homeless Individuals,"1,119"
1/1/2008,FL,FL-517,"Hendry, Hardee, Highlands Counties CoC",Homeless People in Families,"1,849"
1/1/2008,FL,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered Homeless,101
1/1/2008,FL,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered Homeless Individuals,63
1/1/2008,FL,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered Homeless People in Families,38
1/1/2008,FL,FL-517,"Hendry, Hardee, Highlands Counties CoC",Total Homeless,"2,968"
1/1/2008,FL,FL-517,"Hendry, Hardee, Highlands Counties CoC",Unsheltered Homeless,"2,867"
1/1/2008,FL,FL-517,"Hendry, Hardee, Highlands Counties CoC",Unsheltered Homeless Individuals,"1,056"
1/1/2008,FL,FL-517,"Hendry, Hardee, Highlands Counties CoC",Unsheltered Homeless People in Families,"1,811"
1/1/2008,FL,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Homeless Individuals,180
1/1/2008,FL,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Homeless People in Families,102
1/1/2008,FL,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered Homeless,92
1/1/2008,FL,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered Homeless Individuals,54
1/1/2008,FL,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered Homeless People in Families,38
1/1/2008,FL,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Total Homeless,282
1/1/2008,FL,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Unsheltered Homeless,190
1/1/2008,FL,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Unsheltered Homeless Individuals,126
1/1/2008,FL,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Unsheltered Homeless People in Families,64
1/1/2008,FL,FL-519,Pasco County CoC,Homeless Individuals,"1,178"
1/1/2008,FL,FL-519,Pasco County CoC,Homeless People in Families,"2,896"
1/1/2008,FL,FL-519,Pasco County CoC,Sheltered Homeless,"1,500"
1/1/2008,FL,FL-519,Pasco County CoC,Sheltered Homeless Individuals,432
1/1/2008,FL,FL-519,Pasco County CoC,Sheltered Homeless People in Families,"1,068"
1/1/2008,FL,FL-519,Pasco County CoC,Total Homeless,"4,074"
1/1/2008,FL,FL-519,Pasco County CoC,Unsheltered Homeless,"2,574"
1/1/2008,FL,FL-519,Pasco County CoC,Unsheltered Homeless Individuals,746
1/1/2008,FL,FL-519,Pasco County CoC,Unsheltered Homeless People in Families,"1,828"
1/1/2008,FL,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Homeless Individuals,586
1/1/2008,FL,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Homeless People in Families,518
1/1/2008,FL,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered Homeless,216
1/1/2008,FL,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered Homeless Individuals,167
1/1/2008,FL,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered Homeless People in Families,49
1/1/2008,FL,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Total Homeless,"1,104"
1/1/2008,FL,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Unsheltered Homeless,888
1/1/2008,FL,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Unsheltered Homeless Individuals,419
1/1/2008,FL,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Unsheltered Homeless People in Families,469
1/1/2008,FL,FL-600,Miami/Dade County CoC,Homeless Individuals,"3,352"
1/1/2008,FL,FL-600,Miami/Dade County CoC,Homeless People in Families,"1,222"
1/1/2008,FL,FL-600,Miami/Dade County CoC,Sheltered Homeless,"3,227"
1/1/2008,FL,FL-600,Miami/Dade County CoC,Sheltered Homeless Individuals,"2,007"
1/1/2008,FL,FL-600,Miami/Dade County CoC,Sheltered Homeless People in Families,"1,220"
1/1/2008,FL,FL-600,Miami/Dade County CoC,Total Homeless,"4,574"
1/1/2008,FL,FL-600,Miami/Dade County CoC,Unsheltered Homeless,"1,347"
1/1/2008,FL,FL-600,Miami/Dade County CoC,Unsheltered Homeless Individuals,"1,345"
1/1/2008,FL,FL-600,Miami/Dade County CoC,Unsheltered Homeless People in Families,2
1/1/2008,FL,FL-601,Ft Lauderdale/Broward County CoC,Homeless Individuals,"2,451"
1/1/2008,FL,FL-601,Ft Lauderdale/Broward County CoC,Homeless People in Families,703
1/1/2008,FL,FL-601,Ft Lauderdale/Broward County CoC,Sheltered Homeless,"2,453"
1/1/2008,FL,FL-601,Ft Lauderdale/Broward County CoC,Sheltered Homeless Individuals,"1,814"
1/1/2008,FL,FL-601,Ft Lauderdale/Broward County CoC,Sheltered Homeless People in Families,639
1/1/2008,FL,FL-601,Ft Lauderdale/Broward County CoC,Total Homeless,"3,154"
1/1/2008,FL,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless,701
1/1/2008,FL,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless Individuals,637
1/1/2008,FL,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless People in Families,64
1/1/2008,FL,FL-602,Punta Gorda/Charlotte County CoC,Homeless Individuals,635
1/1/2008,FL,FL-602,Punta Gorda/Charlotte County CoC,Homeless People in Families,95
1/1/2008,FL,FL-602,Punta Gorda/Charlotte County CoC,Sheltered Homeless,450
1/1/2008,FL,FL-602,Punta Gorda/Charlotte County CoC,Sheltered Homeless Individuals,362
1/1/2008,FL,FL-602,Punta Gorda/Charlotte County CoC,Sheltered Homeless People in Families,88
1/1/2008,FL,FL-602,Punta Gorda/Charlotte County CoC,Total Homeless,730
1/1/2008,FL,FL-602,Punta Gorda/Charlotte County CoC,Unsheltered Homeless,280
1/1/2008,FL,FL-602,Punta Gorda/Charlotte County CoC,Unsheltered Homeless Individuals,273
1/1/2008,FL,FL-602,Punta Gorda/Charlotte County CoC,Unsheltered Homeless People in Families,7
1/1/2008,FL,FL-603,Ft Myers/Cape Coral/Lee County CoC,Homeless Individuals,847
1/1/2008,FL,FL-603,Ft Myers/Cape Coral/Lee County CoC,Homeless People in Families,52
1/1/2008,FL,FL-603,Ft Myers/Cape Coral/Lee County CoC,Sheltered Homeless,386
1/1/2008,FL,FL-603,Ft Myers/Cape Coral/Lee County CoC,Sheltered Homeless Individuals,348
1/1/2008,FL,FL-603,Ft Myers/Cape Coral/Lee County CoC,Sheltered Homeless People in Families,38
1/1/2008,FL,FL-603,Ft Myers/Cape Coral/Lee County CoC,Total Homeless,899
1/1/2008,FL,FL-603,Ft Myers/Cape Coral/Lee County CoC,Unsheltered Homeless,513
1/1/2008,FL,FL-603,Ft Myers/Cape Coral/Lee County CoC,Unsheltered Homeless Individuals,499
1/1/2008,FL,FL-603,Ft Myers/Cape Coral/Lee County CoC,Unsheltered Homeless People in Families,14
1/1/2008,FL,FL-604,Monroe County CoC,Homeless Individuals,"1,017"
1/1/2008,FL,FL-604,Monroe County CoC,Homeless People in Families,104
1/1/2008,FL,FL-604,Monroe County CoC,Sheltered Homeless,477
1/1/2008,FL,FL-604,Monroe County CoC,Sheltered Homeless Individuals,410
1/1/2008,FL,FL-604,Monroe County CoC,Sheltered Homeless People in Families,67
1/1/2008,FL,FL-604,Monroe County CoC,Total Homeless,"1,121"
1/1/2008,FL,FL-604,Monroe County CoC,Unsheltered Homeless,644
1/1/2008,FL,FL-604,Monroe County CoC,Unsheltered Homeless Individuals,607
1/1/2008,FL,FL-604,Monroe County CoC,Unsheltered Homeless People in Families,37
1/1/2008,FL,FL-605,West Palm Beach/Palm Beach County CoC,Homeless Individuals,"1,302"
1/1/2008,FL,FL-605,West Palm Beach/Palm Beach County CoC,Homeless People in Families,464
1/1/2008,FL,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered Homeless,727
1/1/2008,FL,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered Homeless Individuals,314
1/1/2008,FL,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered Homeless People in Families,413
1/1/2008,FL,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,"1,766"
